Discrimination,Calibration,Fairness,Explanation_Stability,Robustness,Risk_Stratification,Risk_Phenotyping,Clinical_Utility,Overall_Equal
0.715,0.944,0.2699999999999999,1.0,0.715,0.98,0.5809161886572838,0.85,0.7568645235821605
